movieCd,movieNm,w1,w2,w3,w4
20187427,명탐정 코난 : 제로의 집행인,2018-08-15,2018-08-22,2018-08-29,2018-09-05
20183584,메가로돈,2018-08-22,2018-08-29,2018-09-05,2018-09-12
20170670,목격자,2018-08-22,2018-08-29,2018-09-05,2018-09-12
20187641,극장판 도라에몽: 진구의 보물섬,2018-08-22,2018-08-29,2018-09-05,2018-09-12
20187683,플로이,2018-08-22,2018-08-29,2018-09-05,2018-09-12
20187647,나를 차버린 스파이,2018-08-29,2018-09-05,2018-09-12,2018-09-19
20153446,너의 결혼식,2018-08-29,2018-09-05,2018-09-12,2018-09-19
20187657,마일22,2018-08-30,2018-09-06,2018-09-13,2018-09-20
20185046,서치,2018-09-05,2018-09-12,2018-09-19,2018-09-26
20177537,상류사회,2018-09-05,2018-09-12,2018-09-19,2018-09-26
20189362,업그레이드,2018-09-13,2018-09-20,2018-09-27,2018-10-04
20189261,어드리프트:우리가 함께한 바다,2018-09-13,2018-09-20,2018-09-27,2018-10-04
20188446,양말요정 휴고의 대모험,2018-09-13,2018-09-20,2018-09-27,2018-10-04
20156554,물괴,2018-09-19,2018-09-26,2018-10-03,2018-10-10
20188581,더 프레데터,2018-09-19,2018-09-26,2018-10-03,2018-10-10
20188342,바니부기: 드래곤 에그를 찾아서,2018-09-19,2018-09-26,2018-10-03,2018-10-10
20188567,더 게스트,2018-09-19,2018-09-26,2018-10-03,2018-10-10
20188242,타샤 튜더,2018-09-20,2018-09-27,2018-10-04,2018-10-11
20173734,죄 많은 소녀,2018-09-20,2018-09-27,2018-10-04,2018-10-11
20189262,더 넌,2018-09-26,2018-10-03,2018-10-10,2018-10-17
20177308,협상,2018-09-26,2018-10-03,2018-10-10,2018-10-17
20172204,명당,2018-09-26,2018-10-03,2018-10-10,2018-10-17
20176122,안시성,2018-09-26,2018-10-03,2018-10-10,2018-10-17
20189746,극장판 뽀잉: 슈퍼 변신의 비밀,2018-09-27,2018-10-04,2018-10-11,2018-10-18
20189268,루이스,2018-09-27,2018-10-04,2018-10-11,2018-10-18
20188304,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,2018-09-27,2018-10-04,2018-10-11,2018-10-18
20185222,체실 비치에서,2018-09-27,2018-10-04,2018-10-11,2018-10-18
20180167,에그엔젤 코코밍: 두근두근 핼러윈 파티,2018-09-29,2018-10-06,2018-10-13,2018-10-20
20167903,원더풀 고스트,2018-10-03,2018-10-10,2018-10-17,2018-10-24
20189743,파이널 포트레이트,2018-10-04,2018-10-11,2018-10-18,2018-10-25
20179189,암수살인,2018-10-10,2018-10-17,2018-10-24,2018-10-31
20177221,베놈,2018-10-10,2018-10-17,2018-10-24,2018-10-31
20189123,곰돌이 푸 다시 만나 행복해,2018-10-10,2018-10-17,2018-10-24,2018-10-31
20189462,셜록 놈즈,2018-10-10,2018-10-17,2018-10-24,2018-10-31
20180523,스타 이즈 본,2018-10-16,2018-10-23,2018-10-30,2018-11-06
20180931,극장판 가면라이더 이그제이드: 트루 엔딩,2018-10-16,2018-10-23,2018-10-30,2018-11-06
20189331,리즈와 파랑새,2018-10-16,2018-10-23,2018-10-30,2018-11-06
20180770,다이노 어드벤처2: 육해공 공룡 대백과,2018-10-16,2018-10-23,2018-10-30,2018-11-06
20181262,노크: 초대받지 않은 손님,2018-10-18,2018-10-25,2018-11-01,2018-11-08
20189067,미쓰백,2018-10-18,2018-10-25,2018-11-01,2018-11-08
20188661,에브리데이,2018-10-18,2018-10-25,2018-11-01,2018-11-08
20180624,킨: 더 비기닝,2018-10-18,2018-10-25,2018-11-01,2018-11-08
20186321,퍼스트맨,2018-10-25,2018-11-01,2018-11-08,2018-11-15
20187521,펭귄 하이웨이,2018-10-25,2018-11-01,2018-11-08,2018-11-15
20184678,배반의 장미,2018-10-25,2018-11-01,2018-11-08,2018-11-15
20180628,액슬,2018-10-25,2018-11-01,2018-11-08,2018-11-15
20174981,창궐,2018-11-01,2018-11-08,2018-11-15,2018-11-22
20181669,윌리,2018-11-01,2018-11-08,2018-11-15,2018-11-22
20182403,크레이지 리치 아시안,2018-11-01,2018-11-08,2018-11-15,2018-11-22
20177538,완벽한 타인,2018-11-07,2018-11-14,2018-11-21,2018-11-28
20181171,바울,2018-11-07,2018-11-14,2018-11-21,2018-11-28
20185485,보헤미안 랩소디,2018-11-07,2018-11-14,2018-11-21,2018-11-28
20181404,벽 속에 숨은 마법시계,2018-11-07,2018-11-14,2018-11-21,2018-11-28
20180987,할로윈,2018-11-07,2018-11-14,2018-11-21,2018-11-28
20181879,나츠메 우인장: 세상과 연을 맺다,2018-11-07,2018-11-14,2018-11-21,2018-11-28
20189281,폴란드로 간 아이들,2018-11-07,2018-11-14,2018-11-21,2018-11-28
20181367,캡틴 스터비,2018-11-08,2018-11-15,2018-11-22,2018-11-29
20182693,구스범스: 몬스터의 역습,2018-11-14,2018-11-21,2018-11-28,2018-12-05
20170513,동네사람들,2018-11-14,2018-11-21,2018-11-28,2018-12-05
20182748,알리바이 닷 컴,2018-11-14,2018-11-21,2018-11-28,2018-12-05
20183063,박물관이 진짜 살아있다,2018-11-15,2018-11-22,2018-11-29,2018-12-06
20179006,여곡성,2018-11-15,2018-11-22,2018-11-29,2018-12-06
20176814,신비한 동물들과 그린델왈드의 범죄,2018-11-21,2018-11-28,2018-12-05,2018-12-12
20182935,출국,2018-11-21,2018-11-28,2018-12-05,2018-12-12
20183050,번 더 스테이지: 더 무비,2018-11-22,2018-11-29,2018-12-06,2018-12-13
20186822,너의 췌장을 먹고 싶어_20186822,2018-11-22,2018-11-29,2018-12-06,2018-12-13
20183009,로빈슨의 언더워터 어드벤처,2018-11-22,2018-11-29,2018-12-06,2018-12-13
20189869,해피 투게더,2018-11-22,2018-11-29,2018-12-06,2018-12-13
20184481,성난황소,2018-11-29,2018-12-06,2018-12-13,2018-12-20
20183073,베일리 어게인,2018-11-29,2018-12-06,2018-12-13,2018-12-20
20184514,꼬마비행기 피티와 친구들:사막구출 대작전,2018-11-29,2018-12-06,2018-12-13,2018-12-20
20182669,툴리,2018-11-29,2018-12-06,2018-12-13,2018-12-20
20183043,캡틴 샤키,2018-11-29,2018-12-06,2018-12-13,2018-12-20
20177552,국가부도의 날,2018-12-05,2018-12-12,2018-12-19,2018-12-26
20183007,거미줄에 걸린 소녀,2018-12-05,2018-12-12,2018-12-19,2018-12-26
20181905,후드,2018-12-05,2018-12-12,2018-12-19,2018-12-26
20182966,투 프렌즈,2018-12-06,2018-12-13,2018-12-20,2018-12-27
20178825,모털 엔진,2018-12-12,2018-12-19,2018-12-26,2019-01-02
20183745,런닝맨 : 풀룰루의 역습,2018-12-12,2018-12-19,2018-12-26,2019-01-02
20179230,도어락,2018-12-12,2018-12-19,2018-12-26,2019-01-02
20189843,호두까기 인형과 4개의 왕국,2018-12-13,2018-12-20,2018-12-27,2019-01-03
20183650,번개맨의 비밀,2018-12-13,2018-12-20,2018-12-27,2019-01-03
20183288,헌터 킬러,2018-12-13,2018-12-20,2018-12-27,2019-01-03
20184529,트와이스랜드,2018-12-14,2018-12-21,2018-12-28,2019-01-04
20183238,스파이더맨: 뉴 유니버스,2018-12-19,2018-12-26,2019-01-02,2019-01-09
20181764,모어 댄 블루,2018-12-19,2018-12-26,2019-01-02,2019-01-09
20182082,부탁 하나만 들어줘,2018-12-19,2018-12-26,2019-01-02,2019-01-09
20183685,엘리엇과 산타 썰매단,2018-12-19,2018-12-26,2019-01-02,2019-01-09
20175547,스윙키즈,2018-12-26,2019-01-02,2019-01-09,2019-01-16
20168773,마약왕,2018-12-26,2019-01-02,2019-01-09,2019-01-16
20180290,아쿠아맨,2018-12-26,2019-01-02,2019-01-09,2019-01-16
20182421,그린치,2018-12-26,2019-01-02,2019-01-09,2019-01-16
20183479,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,2018-12-26,2019-01-02,2019-01-09,2019-01-16
20183375,극장판 포켓몬스터 모두의 이야기,2018-12-26,2019-01-02,2019-01-09,2019-01-16
20186281,범블비,2019-01-01,2019-01-08,2019-01-15,2019-01-22
20183785,점박이 한반도의 공룡2 : 새로운 낙원,2019-01-01,2019-01-08,2019-01-15,2019-01-22
20170658,PMC: 더 벙커,2019-01-02,2019-01-09,2019-01-16,2019-01-23
