,movieCd,movieNm,point,viewer
27605,20183844,마이펫의 이중생활 2,8.75,"1,114,949 명"
27613,20192725,명탐정 코난: 감청의 권,4.97,"219,118 명"
27618,20191845,난폭한 기록,3.74,"12,040 명"
27668,20184462,봉오동 전투,7.91,"4,787,538 명"
27698,20191741,앵그리 버드 2: 독수리 왕국의 침공,8.43,"189,064 명"
27752,20193275,브링 더 소울 : 더 무비,9.14,"336,204 명"
27769,20190741,김복동,8.82,"89,121 명"
27809,20184543,변신,6.79,"1,804,112 명"
27820,20196850,분노의 질주: 홉스&쇼,7.83,0
27823,20182241,"안녕, 티라노: 영원히, 함께",7.59,"203,669 명"
27825,20187959,원더랜드,8.35,"102,715 명"
27834,20188404,암전,4.74,"105,574 명"
27892,20185985,광대들: 풍문조작단,6.42,"637,461 명"
27905,20171021,커런트 워,7.75,"210,945 명"
27906,20191604,애프터,체코,"58,664 명"
27918,20190703,우리집,한국,"56,087 명"
27946,20181416,유열의 음악앨범,6.14,"1,245,532 명"
27948,20193665,47미터 2,6.99,"501,934 명"
27967,20194384,안나,8.64,"116,029 명"
27979,20181103,벌새,8.79,"145,965 명"
28018,20187322,"힘을 내요, 미스터 리",7.61,"1,181,960 명"
28028,20188750,나쁜 녀석들: 더 무비,6.44,"4,573,902 명"
28030,20192804,그것: 두 번째 이야기,6.23,"591,346 명"
28034,20193821,극장판 헬로카봇 : 달나라를 구해줘!,7.50,"590,413 명"
28047,20194541,안녕 베일리,9.37,"61,099 명"
28058,20184572,타짜: 원 아이드 잭,5.34,"2,229,281 명"
28098,20194456,양자물리학,8.28,"554,939 명"
28107,20194442,플레이모빌: 더 무비,8.52,"28,850 명"
28109,20194045,극장판 반지의 비밀일기,8.97,"68,339 명"
28138,20193807,예스터데이,캐나다,"306,467 명"
28154,20184483,퍼펙트맨,7.84,"1,240,022 명"
28181,20192982,애드 아스트라,프랑스,"513,375 명"
28186,20195202,뷰티풀 보이,8.34,"14,546 명"
28187,20189077,비뚤어진 집,6.38,"10,639 명"
28199,20193601,장사리 : 잊혀진 영웅들,8.24,"1,140,876 명"
28209,20194943,발명왕 볼트,5.10,0
28226,20195968,더 룸,한국,"56,787 명"
28238,20195920,가장 보통의 연애,7.73,"2,924,564 명"
28243,20199446,원스 어폰 어 타임... 인 할리우드,7.65,"281,093 명"
28248,20195203,레플리카,6.74,"49,087 명"
28310,20199950,조커,인도,"5,254,978 명"
28317,20195941,소피와 드래곤: 마법책의 비밀,4.28,"96,808 명"
28327,20196380,몬스터 하우스,7.38,"64,826 명"
28329,20193743,오션스: 문어구출대작전,5.38,"11,055 명"
28338,20191183,제미니 맨,6.58,"388,185 명"
28387,20197691,잃어버린 세계를 찾아서,7.11,"21,879 명"
28388,20184243,판소리 복서,5.99,"26,881 명"
28389,20196671,쿵푸 보이,8.82,"9,263 명"
28397,20190280,날씨의 아이,7.90,"659,782 명"
28398,20185361,두번할까요,5.02,"177,351 명"
28399,20196409,뱅드림! 필름 라이브,7.88,"19,259 명"
28407,20183407,버티고,6.18,"14,353 명"
28409,20194223,너를 만난 여름,8.12,"32,291 명"
28437,20191029,82년생 김지영,6.69,"3,679,019 명"
28449,20195081,디어 마이 프렌드,8.69,"11,929 명"
28460,20191589,말레피센트 2,7.10,"1,444,952 명"
28478,20197141,와일드 로즈,8.40,"16,415 명"
28487,20197402,꼬마 자전거 스피디,7.74,0
28499,20030003,클래식,9.39,"15,240 명"
28508,20192083,터미네이터: 다크 페이트,8.47,"2,410,227 명"
28515,20197279,아담스 패밀리,8.11,"331,003 명"
28516,20197392,프렌드 존,스페인,"14,991 명"
28524,20196136,람보 : 라스트 워,8.55,"103,199 명"
28528,20198961,더 킹: 헨리 5세,8.45,"20,140 명"
28529,20195005,경계선,8.25,"17,928 명"
28536,19910247,터미네이터2 3D,0,"14,391 명"
28539,20197054,빅트립: 아기팬더 배달 대모험,7.54,"42,914 명"
28558,20197394,체크 히어로,7.53,"14,088 명"
28575,20195002,블랙머니,8.42,"2,480,145 명"
28587,20181434,신의 한 수: 귀수편,7.80,"2,159,081 명"
28599,20192589,빅 위시,5.07,0
28618,20198184,빅 2: 황금열쇠 대소동,7.13,"12,744 명"
28649,20196726,우먼 인 할리우드,9.23,"9,844 명"
28658,20196284,윤희에게,8.94,"121,534 명"
28669,20184133,어제 일은 모두 괜찮아,8.78,"18,851 명"
28675,20193801,닥터 슬립,영국,"62,349 명"
28699,20198315,캔 유 킵 어 시크릿?,7.43,"10,754 명"
28709,20197981,패트와 매트: 우당탕탕 크리스마스,2.47,0
28716,20188462,감쪽같은 그녀,7.50,"469,348 명"
28734,20198421,좀비랜드: 더블 탭,7.93,"136,870 명"
28735,20197721,엔젤 해즈 폴른,8.34,"181,401 명"
28739,20199118,어쩌다 룸메이트,7.89,"10,293 명"
28749,20196760,대통령의 7시간,5.98,0
28789,20199428,크롤,프랑스,"140,576 명"
28808,20198942,아이리시맨,8.79,"38,625 명"
28810,20197803,겨울왕국 2,8.70,"13,747,615 명"
28814,20184341,얼굴없는 보스,3.31,"24,441 명"
28818,20190142,굿 라이어,7.93,"26,382 명"
28868,20198430,나이브스 아웃,9.11,"814,042 명"
28871,20185161,나를 찾아줘,7.01,"645,082 명"
28874,20197336,허슬러,미국,"44,071 명"
28875,20199576,러브 앳,9.28,"93,311 명"
28879,20190014,오피셜 시크릿,8.82,"13,163 명"
28888,20192401,포드 V 페라리,9.50,"1,367,018 명"
28899,20181164,카센타,7.18,"14,839 명"
28919,20198962,결혼 이야기,말레이지아,"24,416 명"
28947,20196705,집 이야기,뉴질랜드,"9,946 명"
28954,20197278,라스트 크리스마스,6.72,"250,383 명"
28957,20196293,파비안느에 관한 진실,8.09,"45,282 명"
28959,20196721,디에고,8.21,"9,804 명"
28978,20196405,극장판 타오르지마 버스터-블랙어썰트의 귀환,9.55,"15,220 명"
28997,20199867,프란치스코 교황 : 맨 오브 히스 워드,8.56,"39,247 명"
29004,20198414,시동,7.59,"3,317,038 명"
29011,20198681,쥬만지: 넥스트 레벨,6.10,"1,057,267 명"
29015,20198182,아내를 죽였다,5.13,"97,722 명"
29019,20190545,카운트다운,5.40,0
29068,20184571,천문: 하늘에 묻는다,8.78,"2,000,490 명"
29085,20192206,백두산,5.77,"8,251,749 명"
29093,20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,8.50,"893,225 명"
29097,20198701,"미안해요, 리키",9.31,"36,206 명"
29109,20190163,아스테릭스: 마법 물약의 비밀,8.00,0
29137,20192721,캣츠,중국,"756,232 명"
29147,20199981,눈의 여왕4,9.18,"209,120 명"
29148,20198818,프린스 코기,7.36,"203,775 명"
29206,20183002,해치지않아,6.14,"1,224,726 명"
29213,20196272,미드웨이,미국,"955,294 명"
29227,20191408,21 브릿지: 테러 셧다운 ,7.87,"100,243 명"
29290,20199581,닥터 두리틀,6.28,"1,607,082 명"
29291,20195462,스타워즈: 라이즈 오브 스카이워커,7.08,"507,891 명"
29319,20196161,타발루가와 얼음공주,9.27,"27,330 명"
29357,20192300,스파이 지니어스 ,9.30,"449,876 명"
29361,20196670,나쁜 녀석들: 포에버,7.53,"547,805 명"
29369,20192101,히트맨,7.90,"2,405,876 명"
29376,20198676,타오르는 여인의 초상,9.06,"146,234 명"
29418,20180939,남산의 부장들,7.44,"4,750,092 명"
29432,20188421,미스터 주: 사라진 VIP,4.48,"602,615 명"
29439,20192604,오즈의 마법사: 요술구두와 말하는 책,6.22,"24,534 명"
29447,20193385,하이큐!! 땅 VS 하늘,8.50,0
29495,20193321,정직한 후보,7.68,"1,509,982 명"
29504,20100312,인셉션,9.23,"5,942,955 명"
29509,20182447,클로젯,한국,"1,267,992 명"
29519,20193836,핑크퐁 시네마 콘서트 : 우주대탐험,9.02,"15,229 명"
29529,20204162,나이트 헌터,미국,"11,849 명"
29555,20180962,지푸라기라도 잡고 싶은 짐승들,6.55,"605,037 명"
29571,20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),6.43,"401,936 명"
29574,20191109,페인 앤 글로리,8.19,"30,603 명"
29575,20197390,조조 래빗,9.18,"110,103 명"
29577,20192240,작은 아씨들,한국,"841,564 명"
29584,20192984,극장판 미니특공대: 공룡왕 디노 ,8.99,"79,060 명"
29599,20191085,이 멋진 세계에 축복을! 붉은 전설,8.42,"18,099 명"
